Date,Adj Close
2018-01-02,40.3809814453125
2018-01-03,40.37397003173828
2018-01-04,40.561492919921875
2018-01-05,41.02330017089844
2018-01-08,40.870933532714844
2018-01-09,40.86624526977539
2018-01-10,40.85686111450195
2018-01-11,41.08893585205078
2018-01-12,41.51323318481445
2018-01-16,41.30227279663086
2018-01-17,41.984432220458984
2018-01-18,42.021934509277344
2018-01-19,41.83439254760742
2018-01-22,41.49214553833008
2018-01-23,41.50149917602539
2018-01-24,40.840457916259766
2018-01-25,40.111412048339844
2018-01-26,40.2051887512207
2018-01-29,39.37300109863281
2018-01-30,39.14091873168945
2018-01-31,39.248748779296875
2018-02-01,39.33080291748047
2018-02-02,37.62424087524414
2018-02-05,36.684207916259766
2018-02-06,38.217323303222656
2018-02-07,37.3991813659668
2018-02-08,36.370079040527344
2018-02-09,36.8149528503418
2018-02-12,38.29780197143555
2018-02-13,38.68147659301758
2018-02-14,39.394649505615234
2018-02-15,40.71746063232422
2018-02-16,40.58564758300781
2018-02-20,40.449134826660156
2018-02-21,40.26554870605469
2018-02-22,40.60211944580078
2018-02-23,41.30824661254883
2018-02-26,42.12500762939453
2018-02-27,41.98849105834961
2018-02-28,41.9249267578125
2018-03-01,41.190547943115234
2018-03-02,41.475364685058594
2018-03-05,41.61894607543945
2018-03-06,41.583641052246094
2018-03-07,41.19762420654297
2018-03-08,41.64719009399414
2018-03-09,42.36273193359375
2018-03-12,42.772274017333984
2018-03-13,42.360382080078125
2018-03-14,42.00025177001953
2018-03-15,42.049678802490234
2018-03-16,41.901397705078125
2018-03-19,41.261165618896484
2018-03-20,41.24705123901367
2018-03-21,40.312625885009766
2018-03-22,39.743011474609375
2018-03-23,38.82268142700195
2018-03-26,40.6656608581543
2018-03-27,39.622962951660156
2018-03-28,39.1851692199707
2018-03-29,39.49115753173828
2018-04-02,39.23224639892578
2018-04-03,39.634735107421875
2018-04-04,40.39263153076172
2018-04-05,40.67274475097656
2018-04-06,39.63238525390625
2018-04-09,40.025447845458984
2018-04-10,40.77865982055664
2018-04-11,40.5880012512207
2018-04-12,40.98814010620117
2018-04-13,41.12699890136719
2018-04-16,41.383575439453125
2018-04-17,41.95317459106445
2018-04-18,41.8590202331543
2018-04-19,40.67274475097656
2018-04-20,39.00627899169922
2018-04-23,38.893310546875
2018-04-24,38.3519401550293
2018-04-25,38.519046783447266
2018-04-26,38.653221130371094
2018-04-27,38.206016540527344
2018-04-30,38.898006439208984
2018-05-01,39.80184555053711
2018-05-02,41.56010818481445
2018-05-03,41.63542556762695
2018-05-04,43.2689094543457
2018-05-07,43.58196258544922
2018-05-08,43.79145431518555
2018-05-09,44.09979248046875
2018-05-10,44.7305908203125
2018-05-11,44.56046676635742
2018-05-14,44.45650100708008
2018-05-15,44.052459716796875
2018-05-16,44.46359634399414
2018-05-17,44.182411193847656
2018-05-18,44.02175521850586
2018-05-21,44.33362579345703
2018-05-22,44.22258758544922
2018-05-23,44.50613784790039
2018-05-24,44.45650100708008
2018-05-25,44.55809783935547
2018-05-29,44.39742660522461
2018-05-30,44.30292892456055
2018-05-31,44.15406799316406
2018-06-01,44.95033645629883
2018-06-04,45.32601547241211
2018-06-05,45.67573547363281
2018-06-06,45.83403396606445
2018-06-07,45.711158752441406
2018-06-08,45.295310974121094
2018-06-11,45.184261322021484
2018-06-12,45.432342529296875
2018-06-13,45.05903244018555
2018-06-14,45.082672119140625
2018-06-15,44.619544982910156
2018-06-18,44.59591293334961
2018-06-19,43.87525177001953
2018-06-20,44.0666389465332
2018-06-21,43.82090377807617
